"","Gene","statistic","pvalue","adj_p_value"
"25793","223341_s_at"," 5.235230e-01","6.069040e-01","1.000000e+00"
"25794","223342_at","-1.380783e+00","1.860307e-01","1.000000e+00"
"25795","223343_at","-6.538398e+00","4.162133e-06","1.776648e-01"
"25796","223344_s_at","-6.040538e+00","2.987216e-05","1.000000e+00"
"25797","223347_at","-1.799246e+00","9.221796e-02","1.000000e+00"
"25798","223348_x_at","-3.500398e-01","7.322050e-01","1.000000e+00"
"25799","223349_s_at","-1.687308e+00","1.075820e-01","1.000000e+00"
"25800","223355_at"," 2.739264e+00","1.569826e-02","1.000000e+00"
"25801","223356_s_at"," 1.177651e+00","2.502792e-01","1.000000e+00"
"25802","223357_s_at"," 6.866436e-01","5.025433e-01","1.000000e+00"
"25803","223358_s_at","-1.995594e+00","6.619883e-02","1.000000e+00"
"25804","223359_s_at"," 2.463213e+00","2.364516e-02","1.000000e+00"
"25805","223360_at"," 2.883558e-01","7.762045e-01","1.000000e+00"
"25806","223361_at"," 1.021331e+00","3.213026e-01","1.000000e+00"
"25807","223363_at"," 9.108158e-01","3.787047e-01","1.000000e+00"
"25808","223364_s_at"," 7.028720e-01","4.948270e-01","1.000000e+00"
"25809","223366_at"," 2.807682e+00","1.339357e-02","1.000000e+00"
"25810","223368_s_at"," 4.990788e-01","6.259714e-01","1.000000e+00"
"25811","223369_at"," 6.302486e-01","5.384080e-01","1.000000e+00"
"25812","223370_at","-1.289435e+00","2.180381e-01","1.000000e+00"
"25813","223372_at"," 1.879389e+00","7.712131e-02","1.000000e+00"
"25814","223373_s_at"," 4.044178e+00","5.470904e-04","1.000000e+00"
"25815","223374_s_at","-3.884637e+00","1.179978e-03","1.000000e+00"
"25816","223375_at","-6.588455e-01","5.203605e-01","1.000000e+00"
"25817","223376_s_at","-3.132339e+00","5.194243e-03","1.000000e+00"
"25818","223377_x_at","-4.700522e-01","6.426112e-01","1.000000e+00"
"25819","223378_at","-6.646860e+00","2.119584e-05","8.976227e-01"
"25820","223379_s_at","-6.507143e-01","5.259286e-01","1.000000e+00"
"25821","223380_s_at","-5.978353e+00","3.528566e-05","1.000000e+00"
"25822","223381_at"," 1.383638e+00","1.799500e-01","1.000000e+00"
"25823","223382_s_at"," 1.523974e+00","1.498138e-01","1.000000e+00"
"25824","223383_at"," 9.443281e-01","3.622294e-01","1.000000e+00"
"25825","223384_s_at"," 7.304793e-01","4.767465e-01","1.000000e+00"
"25826","223385_at"," 8.879956e-01","3.858563e-01","1.000000e+00"
"25827","223386_at"," 1.637837e+00","1.195751e-01","1.000000e+00"
"25828","223391_at"," 6.123544e-01","5.463790e-01","1.000000e+00"
"25829","223392_s_at","-7.192998e+00","8.061587e-06","3.431092e-01"
"25830","223393_s_at","-7.727567e+00","1.742952e-06","7.461227e-02"
"25831","223394_at","-1.974447e+00","7.231490e-02","1.000000e+00"
"25832","223395_at","-2.604468e+00","1.925212e-02","1.000000e+00"
"25833","223396_at"," 1.214363e+00","2.414286e-01","1.000000e+00"
"25834","223397_s_at"," 1.403765e+00","1.812906e-01","1.000000e+00"
"25835","223399_x_at"," 1.317839e-01","8.972386e-01","1.000000e+00"
"25836","223400_s_at"," 1.077458e-01","9.157581e-01","1.000000e+00"
"25837","223402_at"," 6.677339e-01","5.117771e-01","1.000000e+00"
"25838","223404_s_at"," 8.840181e-01","3.906480e-01","1.000000e+00"
"25839","223405_at","-3.536519e+00","3.551198e-03","1.000000e+00"
"25840","223408_s_at"," 3.772220e-01","7.114459e-01","1.000000e+00"
"25841","223410_s_at"," 2.062650e+00","5.324235e-02","1.000000e+00"
"25842","223412_at"," 1.842005e+00","8.701280e-02","1.000000e+00"
"25843","223413_s_at"," 5.148579e-01","6.139019e-01","1.000000e+00"
"25844","223415_at"," 3.135305e+00","5.849325e-03","1.000000e+00"
"25845","223417_at"," 3.253241e+00","4.457120e-03","1.000000e+00"
"25846","223418_x_at"," 7.547273e-01","4.630487e-01","1.000000e+00"
"25847","223422_s_at","-3.979943e+00","5.121997e-04","1.000000e+00"
"25848","223423_at"," 3.614175e+00","2.529984e-03","1.000000e+00"
"25849","223425_at"," 1.531338e+00","1.500437e-01","1.000000e+00"
"25850","223426_s_at"," 4.915343e+00","9.311157e-05","1.000000e+00"
"25851","223427_s_at"," 4.370654e+00","7.564004e-04","1.000000e+00"
"25852","223432_at"," 1.256628e+00","2.253272e-01","1.000000e+00"
"25853","223433_at"," 2.481711e+00","2.645016e-02","1.000000e+00"
"25854","223434_at","-1.687812e+00","1.028656e-01","1.000000e+00"
"25855","223435_s_at","-3.301279e+00","3.098052e-03","1.000000e+00"
"25856","223437_at"," 3.818054e+00","2.344757e-03","1.000000e+00"
"25857","223438_s_at"," 4.424804e+00","8.465501e-04","1.000000e+00"
"25858","223440_at","-1.190451e+00","2.477734e-01","1.000000e+00"
"25859","223441_at"," 1.736191e+00","1.081912e-01","1.000000e+00"
"25860","223442_at","-8.119043e-01","4.249423e-01","1.000000e+00"
"25861","223443_s_at"," 1.333347e-01","8.951991e-01","1.000000e+00"
"25862","223444_at","-2.002778e+00","6.141095e-02","1.000000e+00"
"25863","223447_at"," 3.654119e+00","3.855059e-03","1.000000e+00"
"25864","223449_at"," 1.539109e+00","1.393516e-01","1.000000e+00"
"25865","223450_s_at"," 2.607448e+00","2.035501e-02","1.000000e+00"
"25866","223451_s_at"," 6.545287e-02","9.489043e-01","1.000000e+00"
"25867","223452_s_at","-9.848426e-01","3.354947e-01","1.000000e+00"
"25868","223453_s_at","-5.375499e-01","5.961987e-01","1.000000e+00"
"25869","223454_at","-2.068730e+00","6.059471e-02","1.000000e+00"
"25870","223457_at"," 1.666623e+00","1.137203e-01","1.000000e+00"
"25871","223458_at","-1.870995e-01","8.542283e-01","1.000000e+00"
"25872","223459_s_at"," 1.444454e+00","1.683063e-01","1.000000e+00"
"25873","223461_at"," 2.970643e+00","8.802681e-03","1.000000e+00"
"25874","223462_at","-3.141981e-01","7.568927e-01","1.000000e+00"
"25875","223463_at","-5.115604e+00","1.603139e-04","1.000000e+00"
"25876","223465_at","-6.256867e-01","5.425082e-01","1.000000e+00"
"25877","223466_x_at","-2.417895e+00","2.385240e-02","1.000000e+00"
"25878","223467_at"," 4.682384e-01","6.465579e-01","1.000000e+00"
"25879","223468_s_at","-2.491409e+00","3.167728e-02","1.000000e+00"
"25880","223469_at"," 2.511399e+00","2.176108e-02","1.000000e+00"
"25881","223470_at"," 2.447730e+00","2.272719e-02","1.000000e+00"
"25882","223471_at"," 2.790135e+00","1.025364e-02","1.000000e+00"
"25883","223472_at","-1.575351e-01","8.765283e-01","1.000000e+00"
"25884","223473_at"," 7.250918e-01","4.784563e-01","1.000000e+00"
"25885","223474_at","-3.533535e+00","3.606262e-03","1.000000e+00"
"25886","223475_at","-7.118548e+00","7.597462e-06","3.234847e-01"
"25887","223477_s_at"," 2.901373e+00","9.748951e-03","1.000000e+00"
"25888","223478_at"," 1.770497e+00","9.996407e-02","1.000000e+00"
"25889","223479_s_at"," 2.082421e+00","5.827848e-02","1.000000e+00"
"25890","223480_s_at"," 2.594758e+00","1.779783e-02","1.000000e+00"
"25891","223482_at"," 5.006601e-01","6.209714e-01","1.000000e+00"
"25892","223483_at"," 7.903009e-01","4.393739e-01","1.000000e+00"
"25893","223484_at"," 4.450698e+00","2.918289e-04","1.000000e+00"
"25894","223487_x_at","-5.114331e+00","3.627669e-04","1.000000e+00"
"25895","223488_s_at","-4.818042e+00","3.227946e-04","1.000000e+00"
"25896","223489_x_at","-8.375995e-02","9.341295e-01","1.000000e+00"
"25897","223490_s_at"," 1.059057e+00","3.054126e-01","1.000000e+00"
"25898","223491_at","-6.188833e-01","5.460507e-01","1.000000e+00"
"25899","223492_s_at","-3.431394e+00","4.582160e-03","1.000000e+00"
"25900","223493_at"," 1.000479e+00","3.321976e-01","1.000000e+00"
"25901","223494_at","-2.502326e+00","2.546421e-02","1.000000e+00"
"25902","223495_at","-4.212936e+00","1.229479e-03","1.000000e+00"
"25903","223496_s_at","-3.279914e+00","8.237031e-03","1.000000e+00"
"25904","223497_at"," 2.296601e+00","3.996611e-02","1.000000e+00"
"25905","223499_at","-7.008127e+00","6.284668e-06","2.678149e-01"
"25906","223500_at"," 4.086448e-01","6.899111e-01","1.000000e+00"
"25907","223501_at","-4.772956e+00","2.031456e-04","1.000000e+00"
"25908","223502_s_at","-6.079021e+00","7.439538e-06","3.167830e-01"
"25909","223503_at","-2.638866e+00","2.442054e-02","1.000000e+00"
"25910","223504_at","-7.422341e-01","4.717688e-01","1.000000e+00"
"25911","223505_s_at","-1.083810e-01","9.144857e-01","1.000000e+00"
"25912","223506_at"," 2.388512e+00","2.755562e-02","1.000000e+00"
"25913","223508_at"," 2.541579e+00","1.934485e-02","1.000000e+00"
"25914","223509_at"," 1.169796e+00","2.578378e-01","1.000000e+00"
"25915","223510_at","-2.371895e+00","3.724470e-02","1.000000e+00"
"25916","223511_at"," 6.689892e-01","5.121856e-01","1.000000e+00"
"25917","223513_at","-3.727201e-01","7.141815e-01","1.000000e+00"
"25918","223514_at"," 1.983350e-01","8.447948e-01","1.000000e+00"
"25919","223515_s_at"," 3.335669e+00","5.146192e-03","1.000000e+00"
"25920","223517_at"," 6.676478e-01","5.166943e-01","1.000000e+00"
"25921","223519_at","-2.038083e+00","5.834091e-02","1.000000e+00"
"25922","223522_at"," 2.709998e+00","1.157071e-02","1.000000e+00"
"25923","223523_at","-1.355255e+00","2.016346e-01","1.000000e+00"
"25924","223525_at"," 1.101638e+00","2.817185e-01","1.000000e+00"
"25925","223526_at"," 1.471096e+00","1.559616e-01","1.000000e+00"
"25926","223530_at"," 1.098839e+00","2.863307e-01","1.000000e+00"
"25927","223532_at"," 1.181728e+00","2.583767e-01","1.000000e+00"
"25928","223533_at","-4.992578e+00","1.059359e-04","1.000000e+00"
"25929","223534_s_at"," 1.726397e+00","1.045853e-01","1.000000e+00"
"25930","223535_at"," 1.593459e+00","1.264587e-01","1.000000e+00"
"25931","223536_at"," 1.629673e+00","1.146495e-01","1.000000e+00"
"25932","223538_at"," 1.381888e+00","1.765984e-01","1.000000e+00"
"25933","223539_s_at"," 1.878129e+00","7.263677e-02","1.000000e+00"
"25934","223540_at"," 1.089356e-01","9.151724e-01","1.000000e+00"
"25935","223541_at","-8.518254e-01","4.081945e-01","1.000000e+00"
"25936","223542_at"," 1.060122e-03","9.991700e-01","1.000000e+00"
"25937","223543_at"," 5.411580e-01","5.969444e-01","1.000000e+00"
"25938","223545_at"," 3.548038e+00","1.427320e-03","1.000000e+00"
"25939","223547_at"," 2.886707e-01","7.763585e-01","1.000000e+00"
"25940","223549_s_at"," 3.590901e+00","1.166976e-03","1.000000e+00"
"25941","223550_s_at"," 1.187856e+00","2.510358e-01","1.000000e+00"
"25942","223551_at"," 1.892402e+00","7.439282e-02","1.000000e+00"
"25943","223552_at","-2.719716e-01","7.887722e-01","1.000000e+00"
"25944","223553_s_at","-6.946506e+00","2.412264e-07","1.037080e-02"
"25945","223554_s_at"," 1.204014e+00","2.404139e-01","1.000000e+00"
"25946","223556_at"," 1.383261e+00","1.904154e-01","1.000000e+00"
"25947","223557_s_at"," 8.478703e-01","4.121249e-01","1.000000e+00"
"25948","223561_at"," 3.383032e-01","7.389705e-01","1.000000e+00"
"25949","223562_at","-4.980365e+00","4.456722e-04","1.000000e+00"
"25950","223563_at"," 1.986570e+00","6.155010e-02","1.000000e+00"
"25951","223564_s_at"," 3.160905e-01","7.559203e-01","1.000000e+00"
"25952","223565_at"," 1.132776e-01","9.110448e-01","1.000000e+00"
"25953","223566_s_at"," 1.469463e+00","1.617449e-01","1.000000e+00"
"25954","223567_at","-1.782777e+00","9.961682e-02","1.000000e+00"
"25955","223568_s_at"," 2.088834e+00","5.447907e-02","1.000000e+00"
"25956","223569_at"," 1.334019e+00","1.983352e-01","1.000000e+00"
"25957","223571_at","-4.341903e+00","6.538469e-04","1.000000e+00"
"25958","223572_at","-7.863433e-01","4.436324e-01","1.000000e+00"
"25959","223573_s_at"," 3.942217e-01","6.974655e-01","1.000000e+00"
"25960","223574_x_at"," 2.599949e-01","7.990974e-01","1.000000e+00"
"25961","223575_at"," 1.547099e+00","1.372660e-01","1.000000e+00"
"25962","223576_at"," 5.054603e+00","1.088078e-04","1.000000e+00"
"25963","223577_x_at","-9.104980e-01","3.781351e-01","1.000000e+00"
"25964","223578_x_at","-2.458259e-01","8.099108e-01","1.000000e+00"
"25965","223579_s_at"," 1.071814e+00","3.035777e-01","1.000000e+00"
"25966","223580_at"," 4.740470e-01","6.404945e-01","1.000000e+00"
"25967","223582_at"," 2.842578e+00","8.041858e-03","1.000000e+00"
"25968","223583_at","-2.267400e+00","4.220301e-02","1.000000e+00"
"25969","223584_s_at","-2.096481e+00","4.654119e-02","1.000000e+00"
"25970","223585_x_at","-9.979412e-01","3.309829e-01","1.000000e+00"
"25971","223586_at","-1.021937e+00","3.170743e-01","1.000000e+00"
"25972","223587_s_at"," 4.364793e+00","1.260711e-04","1.000000e+00"
"25973","223590_at"," 9.625521e-01","3.533028e-01","1.000000e+00"
"25974","223591_at"," 7.883191e-01","4.380165e-01","1.000000e+00"
"25975","223592_s_at"," 1.779323e-01","8.601845e-01","1.000000e+00"
"25976","223593_at"," 3.158420e+00","5.512517e-03","1.000000e+00"
"25977","223594_at"," 1.773087e+00","9.606615e-02","1.000000e+00"
"25978","223595_at","-3.119895e+00","5.804256e-03","1.000000e+00"
"25979","223596_at","-1.881335e+00","8.723812e-02","1.000000e+00"
"25980","223597_at"," 9.760622e+00","6.171366e-11","2.666771e-06"
"25981","223598_at","-1.997436e-01","8.441589e-01","1.000000e+00"
"25982","223599_at","-3.354536e+00","4.216877e-03","1.000000e+00"
"25983","223600_s_at"," 1.614085e+00","1.190250e-01","1.000000e+00"
"25984","223601_at","-1.748945e+00","9.835532e-02","1.000000e+00"
"25985","223602_at"," 2.514680e+00","2.234078e-02","1.000000e+00"
"25986","223603_at","-1.261505e+00","2.299103e-01","1.000000e+00"
"25987","223605_at"," 1.746615e+00","9.926989e-02","1.000000e+00"
"25988","223606_x_at","-7.904851e-01","4.394636e-01","1.000000e+00"
"25989","223607_x_at"," 1.544259e-01","8.796498e-01","1.000000e+00"
"25990","223608_at"," 3.831870e-01","7.043708e-01","1.000000e+00"
"25991","223609_at"," 4.464535e-01","6.590323e-01","1.000000e+00"
"25992","223610_at","-1.146730e+00","2.707387e-01","1.000000e+00"
"25993","223611_s_at"," 5.456031e+00","4.648254e-05","1.000000e+00"
"25994","223612_s_at"," 3.703717e+00","2.172168e-03","1.000000e+00"
"25995","223613_at"," 1.048012e+00","3.121700e-01","1.000000e+00"
"25996","223614_at","-3.737441e+00","4.193096e-03","1.000000e+00"
"25997","223616_at"," 3.288390e-01","7.448856e-01","1.000000e+00"
"25998","223618_at","-1.333425e+00","2.049920e-01","1.000000e+00"
"25999","223620_at","-3.793994e+00","1.505509e-03","1.000000e+00"
"26000","223621_at"," 2.514048e-01","8.060268e-01","1.000000e+00"
"26001","223622_s_at"," 1.325759e+00","1.979552e-01","1.000000e+00"
"26002","223623_at","-2.349378e+00","4.139213e-02","1.000000e+00"
"26003","223625_at","-3.982952e+00","6.251606e-04","1.000000e+00"
"26004","223627_at","-2.787677e+00","1.677003e-02","1.000000e+00"
"26005","223628_at"," 1.273870e+00","2.213490e-01","1.000000e+00"
"26006","223629_at","-3.763919e+00","3.864857e-03","1.000000e+00"
"26007","223630_at"," 8.944224e-01","3.869886e-01","1.000000e+00"
"26008","223631_s_at"," 9.429138e-01","3.652401e-01","1.000000e+00"
"26009","223632_s_at"," 1.328558e+00","2.052144e-01","1.000000e+00"
"26010","223633_s_at"," 1.183060e+00","2.574770e-01","1.000000e+00"
"26011","223634_at"," 2.016211e+00","5.403095e-02","1.000000e+00"
"26012","223635_s_at"," 2.254186e+00","3.973076e-02","1.000000e+00"
"26013","223636_at"," 2.927268e+00","6.433345e-03","1.000000e+00"
"26014","223637_s_at"," 1.091665e+00","2.890241e-01","1.000000e+00"
"26015","223638_at"," 1.862886e+00","7.808169e-02","1.000000e+00"
"26016","223639_s_at"," 1.000291e+00","3.334619e-01","1.000000e+00"
"26017","223640_at","-4.215853e+00","1.262932e-03","1.000000e+00"
"26018","223641_at","-4.146980e+00","7.527222e-04","1.000000e+00"
"26019","223642_at"," 6.590032e-01","5.199387e-01","1.000000e+00"
"26020","223643_at","-1.120503e+00","2.808708e-01","1.000000e+00"
"26021","223645_s_at"," 9.750027e-02","9.234074e-01","1.000000e+00"
"26022","223646_s_at"," 2.166831e-01","8.311802e-01","1.000000e+00"
"26023","223649_s_at"," 1.881551e+00","7.476289e-02","1.000000e+00"
"26024","223651_x_at","-5.830451e-01","5.698348e-01","1.000000e+00"
"26025","223653_x_at"," 1.493368e+00","1.577796e-01","1.000000e+00"
"26026","223654_s_at","-1.847811e-01","8.568722e-01","1.000000e+00"
"26027","223655_at"," 1.405299e+00","1.796205e-01","1.000000e+00"
"26028","223656_s_at"," 2.536235e-01","8.036895e-01","1.000000e+00"
"26029","223657_at","-3.173588e+00","7.894902e-03","1.000000e+00"
"26030","223658_at"," 1.485342e-01","8.839347e-01","1.000000e+00"
"26031","223659_at"," 2.594636e+00","1.710397e-02","1.000000e+00"
"26032","223660_at","-3.589263e+00","4.967326e-03","1.000000e+00"
"26033","223661_at","-1.130763e-02","9.911414e-01","1.000000e+00"
"26034","223662_x_at","-1.092646e+00","2.903044e-01","1.000000e+00"
"26035","223665_at"," 9.579614e-02","9.248845e-01","1.000000e+00"
"26036","223666_at"," 3.885663e-01","7.039603e-01","1.000000e+00"
"26037","223667_at","-3.434115e+00","5.854986e-03","1.000000e+00"
"26038","223668_at"," 9.874800e-01","3.409913e-01","1.000000e+00"
"26039","223669_at"," 2.667459e-02","9.790596e-01","1.000000e+00"
"26040","223670_s_at"," 1.769724e+00","9.875300e-02","1.000000e+00"
"26041","223671_x_at"," 2.543734e+00","2.073084e-02","1.000000e+00"
"26042","223672_at","-4.038599e+00","2.444946e-03","1.000000e+00"
"26043","223673_at","-4.256109e-01","6.758650e-01","1.000000e+00"
"26044","223674_s_at"," 4.803597e-02","9.622226e-01","1.000000e+00"
"26045","223675_s_at","-1.057991e+00","3.073645e-01","1.000000e+00"
"26046","223676_at"," 9.883503e-02","9.225053e-01","1.000000e+00"
"26047","223677_at"," 1.027766e+00","3.223539e-01","1.000000e+00"
"26048","223679_at","-2.746471e+00","1.441151e-02","1.000000e+00"
"26049","223681_s_at"," 3.757746e+00","2.345705e-03","1.000000e+00"
"26050","223685_s_at","-2.594944e-01","7.991812e-01","1.000000e+00"
"26051","223686_at"," 5.482220e-01","5.882379e-01","1.000000e+00"
"26052","223687_s_at","-9.456450e-01","3.645108e-01","1.000000e+00"
"26053","223688_s_at"," 3.378319e-01","7.410624e-01","1.000000e+00"
"26054","223690_at","-5.703645e+00","7.994409e-05","1.000000e+00"
"26055","223691_at","-1.488723e+00","1.497861e-01","1.000000e+00"
"26056","223692_at"," 2.975915e+00","7.181062e-03","1.000000e+00"
"26057","223693_s_at"," 9.789266e-01","3.400620e-01","1.000000e+00"
"26058","223694_at"," 2.073937e+00","5.140951e-02","1.000000e+00"
"26059","223695_s_at"," 3.119429e+00","5.747096e-03","1.000000e+00"
"26060","223696_at"," 2.319699e+00","3.522434e-02","1.000000e+00"
"26061","223697_x_at","-5.951735e-01","5.601536e-01","1.000000e+00"
"26062","223698_at","-1.456859e+00","1.717654e-01","1.000000e+00"
"26063","223699_at"," 4.125378e-01","6.841596e-01","1.000000e+00"
"26064","223700_at"," 2.646202e+00","1.836943e-02","1.000000e+00"
"26065","223701_s_at","-7.587726e-01","4.557150e-01","1.000000e+00"
"26066","223702_x_at"," 2.094732e+00","5.632876e-02","1.000000e+00"
"26067","223703_at","-2.442680e-01","8.094973e-01","1.000000e+00"
"26068","223704_s_at"," 3.525136e+00","1.301495e-03","1.000000e+00"
"26069","223705_s_at","-7.254606e-01","4.772207e-01","1.000000e+00"
"26070","223706_at"," 1.437655e+00","1.633887e-01","1.000000e+00"
"26071","223707_at"," 2.871889e+00","7.713978e-03","1.000000e+00"
"26072","223708_at","-3.504837e-01","7.307358e-01","1.000000e+00"
"26073","223710_at"," 5.456747e-01","5.921368e-01","1.000000e+00"
"26074","223712_at"," 1.245162e+00","2.324837e-01","1.000000e+00"
"26075","223713_at"," 1.625589e+00","1.269642e-01","1.000000e+00"
"26076","223714_at","-9.858581e-01","3.337071e-01","1.000000e+00"
"26077","223715_at"," 1.107688e+00","2.875112e-01","1.000000e+00"
"26078","223716_s_at","-9.996645e-01","3.367495e-01","1.000000e+00"
"26079","223719_s_at"," 5.872585e-01","5.658937e-01","1.000000e+00"
"26080","223720_at"," 1.458928e+00","1.579532e-01","1.000000e+00"
"26081","223721_s_at"," 1.666127e+00","1.156161e-01","1.000000e+00"
"26082","223722_at"," 1.148383e+00","2.686946e-01","1.000000e+00"
"26083","223723_at"," 1.603016e-02","9.874341e-01","1.000000e+00"
"26084","223724_s_at"," 2.749094e-01","7.868588e-01","1.000000e+00"
"26085","223726_at"," 8.946228e-01","3.862423e-01","1.000000e+00"
"26086","223727_at","-4.836179e-01","6.345995e-01","1.000000e+00"
"26087","223728_at"," 6.643551e-01","5.173138e-01","1.000000e+00"
"26088","223729_at"," 9.290513e-01","3.620501e-01","1.000000e+00"
"26089","223730_at","-7.604644e+00","5.612853e-06","2.393265e-01"
"26090","223732_at"," 9.243608e-01","3.653220e-01","1.000000e+00"
"26091","223736_at"," 5.566052e-01","5.855736e-01","1.000000e+00"
"26092","223737_x_at","-1.474341e+00","1.549867e-01","1.000000e+00"
"26093","223739_at","-2.274478e+00","4.583702e-02","1.000000e+00"
"26094","223740_at","-7.292654e-01","4.807488e-01","1.000000e+00"
"26095","223741_s_at","-3.945844e+00","1.526052e-03","1.000000e+00"
"26096","223742_at"," 6.784727e-01","5.120070e-01","1.000000e+00"
"26097","223743_s_at"," 1.421940e+00","1.763025e-01","1.000000e+00"
"26098","223744_s_at"," 3.783233e+00","1.252022e-03","1.000000e+00"
"26099","223745_at"," 2.122942e+00","5.165930e-02","1.000000e+00"
"26100","223748_at","-6.079183e-01","5.548829e-01","1.000000e+00"
"26101","223749_at","-5.536204e-01","5.893237e-01","1.000000e+00"
"26102","223750_s_at","-1.414587e-01","8.888097e-01","1.000000e+00"
"26103","223752_at"," 5.276444e-01","6.048519e-01","1.000000e+00"
"26104","223753_s_at"," 2.991023e+00","5.329416e-03","1.000000e+00"
"26105","223754_at"," 5.579346e+00","4.156152e-06","1.774137e-01"
"26106","223755_at"," 3.097130e+00","7.200413e-03","1.000000e+00"
"26107","223756_at","-1.079585e+00","3.008677e-01","1.000000e+00"
"26108","223757_at"," 1.043492e+00","3.135616e-01","1.000000e+00"
"26109","223758_s_at"," 7.743888e-01","4.464594e-01","1.000000e+00"
"26110","223759_s_at"," 3.403617e+00","3.663210e-03","1.000000e+00"
"26111","223760_s_at"," 1.687527e+00","1.095460e-01","1.000000e+00"
"26112","223761_at"," 9.439108e-03","9.925572e-01","1.000000e+00"
"26113","223762_at"," 3.514010e+00","1.855249e-03","1.000000e+00"
"26114","223763_at","-9.156426e-01","3.744014e-01","1.000000e+00"
"26115","223765_s_at"," 5.946359e-01","5.595591e-01","1.000000e+00"
"26116","223767_at","-5.452516e+00","8.852940e-05","1.000000e+00"
"26117","223768_at"," 5.603808e-01","5.846554e-01","1.000000e+00"
"26118","223770_x_at"," 1.799309e+00","8.936401e-02","1.000000e+00"
"26119","223771_at"," 1.829797e+00","8.119632e-02","1.000000e+00"
"26120","223773_s_at","-1.757756e-01","8.631171e-01","1.000000e+00"
"26121","223774_at"," 2.304044e-01","8.212424e-01","1.000000e+00"
"26122","223775_at"," 7.150136e-01","4.824376e-01","1.000000e+00"
"26123","223776_x_at","-1.707659e+00","1.081795e-01","1.000000e+00"
"26124","223778_at"," 9.850381e-01","3.375467e-01","1.000000e+00"
"26125","223779_at","-8.855974e-01","3.939704e-01","1.000000e+00"
"26126","223782_s_at"," 2.940200e+00","7.648277e-03","1.000000e+00"
"26127","223783_s_at","-2.295873e-01","8.216450e-01","1.000000e+00"
"26128","223784_at"," 3.836819e-01","7.073073e-01","1.000000e+00"
"26129","223785_at"," 3.439638e+00","1.989949e-03","1.000000e+00"
"26130","223786_at","-7.508628e-01","4.650179e-01","1.000000e+00"
"26131","223794_at","-1.394099e+00","1.805761e-01","1.000000e+00"
"26132","223796_at","-1.076656e+00","2.995949e-01","1.000000e+00"
"26133","223797_at","-1.957962e+00","7.102749e-02","1.000000e+00"
"26134","223798_at","-2.063071e-01","8.398815e-01","1.000000e+00"
"26135","223799_at","-1.847525e+00","7.833614e-02","1.000000e+00"
"26136","223800_s_at","-3.999229e+00","1.828848e-03","1.000000e+00"
"26137","223803_s_at"," 7.943782e-01","4.382751e-01","1.000000e+00"
"26138","223804_s_at"," 1.406655e+00","1.721623e-01","1.000000e+00"
"26139","223805_at","-6.670436e-01","5.095473e-01","1.000000e+00"
"26140","223807_at","-1.339742e+00","1.933435e-01","1.000000e+00"
"26141","223809_at","-1.549005e+00","1.451551e-01","1.000000e+00"
"26142","223810_at"," 3.372466e-01","7.397554e-01","1.000000e+00"
"26143","223812_at"," 1.079440e+00","2.926999e-01","1.000000e+00"
"26144","223813_at","-8.393387e-01","4.153991e-01","1.000000e+00"
"26145","223814_at","-9.112438e-02","9.281785e-01","1.000000e+00"
"26146","223815_at","-9.506476e-01","3.564987e-01","1.000000e+00"
"26147","223816_at"," 8.680846e-03","9.932042e-01","1.000000e+00"
"26148","223817_at"," 6.878107e-01","5.010367e-01","1.000000e+00"
"26149","223821_s_at","-6.008944e-01","5.558481e-01","1.000000e+00"
"26150","223822_at"," 8.991879e-01","3.796824e-01","1.000000e+00"
"26151","223823_at"," 7.449418e-01","4.620318e-01","1.000000e+00"
"26152","223824_at"," 6.908133e-01","4.949336e-01","1.000000e+00"
"26153","223827_at","-8.419285e-01","4.072943e-01","1.000000e+00"
"26154","223829_at"," 1.709898e+00","1.045331e-01","1.000000e+00"
"26155","223830_s_at"," 6.124763e-01","5.474696e-01","1.000000e+00"
"26156","223831_x_at"," 3.230507e-01","7.498952e-01","1.000000e+00"
"26157","223832_s_at"," 1.533727e+00","1.480861e-01","1.000000e+00"
"26158","223833_at"," 1.498700e+00","1.522808e-01","1.000000e+00"
"26159","223834_at","-2.122869e+00","5.170237e-02","1.000000e+00"
"26160","223835_x_at"," 5.270965e-01","6.040446e-01","1.000000e+00"
"26161","223836_at","-5.226092e-01","6.083006e-01","1.000000e+00"
"26162","223837_at","-1.630022e+00","1.298123e-01","1.000000e+00"
"26163","223839_s_at"," 1.742921e-01","8.640704e-01","1.000000e+00"
"26164","223840_s_at"," 2.656025e-01","7.947104e-01","1.000000e+00"
"26165","223841_s_at"," 5.811156e-02","9.546388e-01","1.000000e+00"
"26166","223842_s_at","-2.522783e+00","2.830750e-02","1.000000e+00"
"26167","223843_at","-2.040440e+00","7.013270e-02","1.000000e+00"
"26168","223845_at"," 2.159661e+00","4.458197e-02","1.000000e+00"
"26169","223846_at","-3.147344e+00","8.539248e-03","1.000000e+00"
"26170","223847_s_at"," 4.073567e+00","5.712664e-04","1.000000e+00"
"26171","223848_at","-5.011070e-04","9.996086e-01","1.000000e+00"
"26172","223849_s_at","-8.567826e-01","4.081361e-01","1.000000e+00"
"26173","223850_at"," 2.345888e+00","3.047671e-02","1.000000e+00"
"26174","223852_s_at"," 9.441726e-01","3.552481e-01","1.000000e+00"
"26175","223853_at","-1.481885e+00","1.689985e-01","1.000000e+00"
"26176","223854_at","-2.789491e+00","1.271259e-02","1.000000e+00"
